Taxa	Romay_GDD_DTS
PI608764	1563.3754
PI608768	1524.1479
PI608777	1487.5396
PI608778	1667.8096
PI608806	1876.8108
PI610493	1746.8657
PI610494	1597.6065
PI613179	NaN
PI614142	NaN
PI614819	2285.9143
PI614820	1832.6945
PI619429	1876.189
PI619430	1852.1489
PI619431	2054.4264
PI631393	1304.4357
PI631394	1240.5167
PI631444	1675.6462
PI632413	NaN
PI632746	1529.0656
PI633727	1887.1963
PI633728	1731.692
PI633840	1589.5462
PI633924	1690.7326
PI634206	1577.6645
PI634207	1533.5519
PI634211	1565.1213
PI634212	1587.9463
PI634213	1551.8999
PI634214	1578.4511
PI634215	1576.8129
PI635122	2330.6865
PI635123	2239.2411
PI635124	2254.8774
PI635125	2241.5535
PI635126	1942.8845
PI635127	2331.9903
PI635128	2168.4375
PI635129	2148.19
PI635130	2338.6029
PI635131	1912.3868
PI635132	2084.682
PI635133	2012.4621
PI635134	2219.2037
PI635135	2171.903
PI635136	2003.8421
PI635137	2272.0896
PI635138	2099.1356
PI635139	2418.7731
PI635140	2027.3245
PI635141	1710.9687
PI638549	1634.121
PI638550	1638.4117
PI638551	NaN
PI638552	1481.9861
PI638553	1580.5081
PI638594	1690.6396
PI639037	NaN
PI639038	NaN
PI639039	NaN
PI639040	NaN
PI639041	NaN
PI639042	NaN
PI639044	NaN
PI639045	NaN
PI639046	NaN
PI639048	NaN
PI639049	NaN
PI639050	NaN
PI639052	NaN
PI639053	NaN
PI639055	NaN
PI639056	NaN
PI639111	NaN
PI639497	NaN
PI639498	NaN
PI639499	NaN
PI639500	NaN
PI639501	NaN
PI639502	NaN
PI639503	NaN
PI639504	NaN
PI639505	NaN
PI639925	1993.5315
PI639926	2352.7397
PI639927	1918.7712
PI639928	1954.9377
PI639929	2097.7538
PI639930	1975.3516
PI639931	1889.8408
PI639932	1993.4309
PI639933	2272.6887
PI639934	2463.4192
PI639935	2024.2449
PI639936	1770.2425
PI639937	1867.7125
PI639938	1863.3767
PI639939	1605.4164
PI639940	2050.635
PI639941	1910.0277
PI639942	NaN
PI639943	2004.5716
PI639944	2228.6225
PI639945	2017.7583
PI639946	1941.0366
PI639947	2159.6392
PI639948	2087.7234
PI639949	1840.3905
PI639950	2219.2584
PI641061	1922.9721
PI641062	2101.8911
PI641063	2157.5954
PI641064	2093.2705
PI641065	2025.8982
PI641066	1839.4802
PI641067	2036.9349
PI641068	1703.1526
PI641069	1883.0707
PI641070	1664.1233
PI641071	1809.867
PI641072	1837.9583
PI641073	1830.2505
PI641074	1928.7367
PI641075	1828.842
PI641076	1737.8357
PI641224	1893.0156
PI641225	2123.2177
PI641226	1710.8827
PI641229	1547.275
PI641230	NaN
PI641232	1915.8803
PI641234	2008.7505
PI641238	1869.3093
PI641242	1613.5619
PI641243	1894.6487
PI641244	1949.9772
PI641245	NaN
PI641246	NaN
PI641247	1800.9668
PI641248	NaN
PI641249	1955.1433
PI641251	1862.6119
PI641252	1706.4713
PI641253	1754.5429
PI641254	1689.1072
PI641255	2101.8009
PI641256	1657.2888
PI641257	1851.1512
PI641258	2176.8922
PI641259	1998.8119
PI641260	1992.0369
PI641261	2260.8671
PI641262	2031.9855
PI641263	2283.1965
PI641264	1939.2
PI641265	2043.9965
PI641266	1746.0987
PI641711	1977.6514
PI642762	NaN
PI642763	NaN
PI642764	NaN
PI642765	NaN
PI642767	NaN
PI643420	NaN
PI644099	1389.4502
PI644100	1508.9032
PI644101	1620.422
PI644102	1425.5381
PI648423	1421.4439
PI648424	1597.6373
PI648425	1568.3286
PI648426	1547.3036
PI648427	1572.0454
PI648428	1709.9826
PI648429	1623.2861
PI648430	1635.8254
PI648431	1611.9488
PI648432	1557.6203
PI648433	1630.3431
PI651530	NaN
PI651531	NaN
PI651532	NaN
PI651533	NaN
PI651534	NaN
PI651535	NaN
PI651536	NaN
PI651537	NaN
PI651538	NaN
PI651539	NaN
PI651540	NaN
PI651541	NaN
PI651542	NaN
PI651543	NaN
PI651544	NaN
PI651545	NaN
PI654048	1742.8594
PI654049	2265.7365
PI654050	2062.1725
PI654051	NaN
PI654052	NaN
PI654053	2125.6142
PI658071	NaN
PI658072	NaN
PI658073	NaN
PI658074	NaN
PI658075	NaN
PI658076	NaN
PI658077	NaN
PI658078	NaN
PI658079	NaN
PI658080	NaN
PI658081	NaN
PI658082	NaN
PI658083	NaN
PI658084	NaN
PI658085	NaN
PI658086	NaN
PI658087	NaN
PI658088	NaN
PI658089	NaN
PI658090	NaN
PI659678	NaN
PI659679	NaN
PI659680	NaN
PI659681	NaN
Pa762	1505.0355
Pa875	1595.7864
Pa880	1644.2424
Pa91	1636.7641
R109B	1530.4683
R168	1428.493
R177	1561.532
R229	1644.5735
R4	1595.3789
SA24	1610.1605
SAN_349a-1	1832.0238
SC16	NaN
SC212M	1805.1274
SC213R	2033.0101
SC229	NaN
SC235R3	1838.7871
SC276Q2	1927.0997
SC277	1995.6399
SC285	1799.2497
SC301	NaN
SC333	1804.1029
SC343	1917.5919
SC344	1840.1157
SC353	2040.158
SC357	1744.5235
SC359	NaN
SC375	NaN
SC401	NaN
SC54	1761.5033
SC55	1888.3044
SC76	NaN
SD40	1507.1761
SD44	1424.9327
SD46	NaN
Sg1533	1702.2438
Sg18	1625.9917
T173	NaN
T232	1640.3316
T234	1773.5302
T8	1618.7897
TR_9-1-1-6	1530.8762
Tx114	NaN
Tx204	1588.9371
Tx205	1601.3215
Tx303	1945.2536
Tx325	NaN
Tx601	2142.0862
Tx772	NaN
Tzi10	2217.9465
Tzi11	1923.1995
Tzi16	1789.743
Tzi18	1856.3626
Tzi25	1807.7954
Tzi8	1931.5967
Tzi9	1753.5883
U267Y	1879.8404
VA102	1587.3584
VEN_981a-1	1659.0052
Va14	1697.9287
Va17	1630.7802
Va22	1557.0728
Va26	1508.7417
Va35	1487.323
Va59	1455.6566
Va85	1597.3774
Va99	1609.0027
VaW6	1586.839
W117Ht	1297.427
W153R	1334.9752
W182B	1261.1995
W22	1575.8574
W22R-r-std	1540.7036
W552	NaN
W64A	1423.0149
WD	NaN
WD456	1534.4278
Wf9	1486.85
Yu796_NS	1454.09
tripsacum	NaN
